user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.32	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__Sedimentisphaera;s__Sedimentisphaera salicampi	GCF_002117005.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__Sedimentisphaera;s__Sedimentisphaera salicampi	98.83	0.99	GCF_002117005.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__Sedimentisphaera;s__Sedimentisphaera salicampi	98.83	0.99	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__Sedimentisphaera;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001997385.1, s__Sedimentisphaera cyanobacteriorum, 95.0, 84.94, 0.9	71.11	11	N/A	N/A
bin.33	d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Aegiribacteria;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Aegiribacteria;s__	ANI	N/A	GCA_002030045.1, s__Aegiribacteria sp002030045, 95.0, 77.15, 0.22; GCA_013138965.1, s__Aegiribacteria sp013138965, 95.0, 76.6, 0.1; GCA_003644925.1, s__Aegiribacteria sp003644925, 95.0, 76.14, 0.07	88.23	11	0.8931357578975809	N/A
bin.35	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__CAIRYL01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_903882825.1	95.0	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__CAIRYL01;f__CAIRYL01;g__CAIRYL01;s__CAIRYL01 sp903882825	77.04	0.01	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	68.16	11	0.677757492405288	N/A
bin.36	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	83.6	11	0.9084697024187786	N/A
bin.37	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__JABDLI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013003065.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__JABDLI01;s__JABDLI01 sp013003065	76.9	0.2	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	85.31	11	0.862377588267993	N/A
bin.38	d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.27	11	0.7455552298199147	N/A
bin.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__CAIOSU01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_903861055.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__CAIOSU01;g__CAIOSU01;s__CAIOSU01 sp903861055	75.07	0.05	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	60.0	11	0.7595216824799201	N/A
bin.40	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA1560;f__SKK-01;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	74.41	11	0.8624070274599199	N/A
bin.41	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	94.86	11	0.7777471466049144	N/A
bin.42	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	86.96	11	0.8158908267327113	N/A
bin.43	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000620765.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__Desulfovermiculus halophilus	79.35	0.42	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	93.05	11	0.9328445590462211	N/A
bin.44	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SLJD01;s__	N/A	N/A	N/A	N/A	N/A	GCA_007135295.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__SLJD01;s__SLJD01 sp007135295	75.94	0.06	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	73.04	11	0.8666390003961092	N/A
bin.45	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__Chazhemtobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCF_009936135.1	95.0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__Chazhemtobacteraceae;g__Chazhemtobacterium;s__Chazhemtobacterium aquaticus	77.87	0.06	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	61.54	11	0.7776212848776757	N/A
bin.46	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__CAIYYT01;f__JAABVY01;g__JAABVY01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__CAIYYT01;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	93.15	11	0.9372833385713166	N/A
bin.47	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA6503;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002436405.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA6503;g__UBA6503;s__UBA6503 sp002436405	76.3	0.08	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	94.4	11	0.8206981214305058	N/A
bin.48	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__PUNB01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	65.08	11	0.7252967120915614	N/A
bin.49	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__SLMS01;f__SLMS01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	82.29	11	0.7027546749223255	N/A
bin.5	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DSM-16054;f__Sediminispirochaetaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011046055.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DSM-16054;f__Sediminispirochaetaceae;g__DSBN01;s__DSBN01 sp011046055	76.35	0.13	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DSM-16054;f__Sediminispirochaetaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	84.26	11	0.8055063352022973	N/A
bin.50	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp013112225	GCF_013112225.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp013112225	97.5	0.95	GCF_013112225.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp013112225	97.5	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_007625055.1, s__Halomonas sp007625055, 95.0, 87.13, 0.8; GCF_002813215.1, s__Halomonas sp002813215, 95.0, 80.84, 0.66; GCF_000712975.1, s__Halomonas alkaliantarctica_A, 95.0, 78.83, 0.24; GCF_000377665.1, s__Halomonas zhanjiangensis, 95.0, 78.3, 0.27; GCA_014651775.1, s__Halomonas hamiltonii, 95.843, 78.27, 0.38; GCA_014640815.1, s__Halomonas lutescens, 95.0, 78.27, 0.31; GCF_003336665.1, s__Halomonas sp003336665, 95.0, 78.25, 0.25; GCF_003990185.1, s__Halomonas nanhaiensis, 95.0, 78.24, 0.28; GCF_900163645.1, s__Halomonas sp900163645, 95.0, 78.23, 0.22; GCF_900155385.1, s__Halomonas massiliensis, 95.0, 78.23, 0.38; GCF_900111305.1, s__Halomonas subterranea, 95.0, 78.19, 0.33; GCF_000275725.1, s__Halomonas stevensii, 95.843, 78.17, 0.39; GCA_011050415.1, s__Halomonas sp011050415, 95.0, 78.17, 0.26; GCF_900142895.1, s__Halomonas subglaciescola, 95.0, 78.16, 0.28; GCF_000219565.1, s__Halomonas sp000219565, 95.0, 78.14, 0.27; GCF_002119345.1, s__Halomonas sp002119345, 95.0, 78.13, 0.33; GCA_007182875.1, s__Halomonas sulfidaeris, 95.0, 78.12, 0.25; GCF_013371085.1, s__Halomonas sp013371085, 95.0, 78.11, 0.3; GCF_002082565.1, s__Halomonas sp002082565, 95.0, 78.1, 0.24; GCF_003989795.1, s__Halomonas andesensis, 95.0, 78.1, 0.24; GCF_000235725.1, s__Halomonas sp000235725, 95.0, 78.08, 0.26; GCF_009846525.1, s__Halomonas sp002696125, 95.0, 78.06, 0.35; GCF_900086985.1, s__Halomonas sp900086985, 95.0, 78.05, 0.29; GCA_004295565.1, s__Halomonas olivaria, 95.0, 78.05, 0.3; GCF_007991175.1, s__Halomonas variabilis, 95.0, 78.02, 0.31; GCF_003002925.1, s__Halomonas songnenensis, 95.0, 78.01, 0.38; GCA_001507855.1, s__Halomonas sp001507855, 95.0, 78.01, 0.32; GCF_900103865.1, s__Halomonas arcis, 95.0, 77.99, 0.26; GCF_013416325.1, s__Halomonas sp002364315, 95.0, 77.99, 0.28; GCF_000686925.1, s__Halomonas sp000686925, 95.0, 77.97, 0.37; GCA_002366715.1, s__Halomonas sp002366715, 95.0, 77.96, 0.27; GCF_002966495.1, s__Halomonas sp002966495, 95.0, 77.95, 0.29; GCF_013415115.1, s__Halomonas zhaodongensis, 95.0, 77.95, 0.25; GCF_002257525.1, s__Halomonas ventosae_B, 95.0, 77.95, 0.32; GCF_002087295.1, s__Halomonas lionensis, 95.0, 77.94, 0.27; GCF_003990195.1, s__Halomonas sp003990195, 95.0, 77.94, 0.3; GCF_013415105.1, s__Halomonas salicampi, 95.0, 77.94, 0.33; GCF_000236035.1, s__Halomonas boliviensis, 95.0, 77.93, 0.3; GCF_001651035.1, s__Halomonas sp001651035, 95.0, 77.93, 0.27; GCA_007116835.1, s__Halomonas sp007116835, 95.0, 77.91, 0.15; GCF_003612795.1, s__Halomonas alkaliphila_A, 95.0, 77.91, 0.27; GCF_002211105.1, s__Halomonas campaniensis_A, 95.0, 77.89, 0.31; GCF_014263395.1, s__Halomonas sp014263395, 95.0, 77.88, 0.34; GCF_900110265.1, s__Halomonas aquamarina, 95.0, 77.87, 0.31; GCF_000336575.1, s__Halomonas titanicae, 95.0, 77.84, 0.31; GCF_001882345.1, s__Halomonas sp001882345, 95.0, 77.82, 0.31; GCF_012427705.1, s__Halomonas sp006228115, 95.0, 77.81, 0.33; GCF_002374315.1, s__Halomonas nigrificans, 95.0, 77.79, 0.23; GCF_013415125.1, s__Halomonas glaciei, 95.0, 77.79, 0.3; GCF_007989605.1, s__Halomonas venusta, 95.0, 77.78, 0.24; GCF_002332255.1, s__Halomonas sp002332255, 95.0, 77.75, 0.22; GCF_009793355.1, s__Halomonas sp009793355, 95.0, 77.75, 0.28; GCF_003031405.1, s__Halomonas sp003031405, 95.0, 77.66, 0.26; GCF_004364445.1, s__Halomonas alkaliantarctica, 95.0, 77.6, 0.32; GCF_000334215.1, s__Halomonas jeotgali, 95.0, 77.6, 0.24; GCF_900116705.1, s__Halomonas korlensis, 95.0, 77.52, 0.21; GCF_014193375.1, s__Halomonas campaniensis, 95.0, 77.48, 0.22; GCF_009902005.1, s__Halomonas alimentaria, 95.0, 77.46, 0.23; GCF_004363555.1, s__Halomonas ventosae, 95.0, 77.37, 0.23; GCF_003028575.1, s__Halomonas urumqiensis, 95.0, 77.36, 0.24; GCA_007692655.1, s__Halomonas sp007692655, 95.0, 77.34, 0.22; GCA_011742915.1, s__Halomonas desiderata, 95.0, 77.32, 0.25; GCF_003254665.1, s__Halomonas lactosivorans, 95.0, 77.32, 0.22; GCF_900104135.1, s__Halomonas shengliensis, 95.0, 77.29, 0.22; GCF_013697085.1, s__Halomonas kenyensis, 95.0, 77.18, 0.24; GCF_003339685.1, s__Halomonas sp003339685, 95.0, 77.17, 0.2; GCF_003966155.1, s__Halomonas nitroreducens, 95.0, 77.16, 0.23; GCF_007989625.1, s__Halomonas pacifica, 95.0, 77.15, 0.21; GCF_003202205.1, s__Halomonas sp003202205, 95.0, 77.12, 0.25; GCF_008297955.1, s__Halomonas sp008297955, 95.0, 77.11, 0.2; GCF_003336675.1, s__Halomonas sp003336675, 95.0, 77.11, 0.23; GCF_902500215.1, s__Halomonas sp902500215, 95.0, 77.1, 0.24; GCF_003182195.1, s__Halomonas sp003182195, 95.0, 77.1, 0.21; GCF_005780185.1, s__Halomonas urmiana, 95.0, 77.09, 0.24; GCF_001545155.1, s__Halomonas chromatireducens, 95.0, 77.09, 0.22; GCF_014192275.1, s__Halomonas stenophila, 95.0, 77.09, 0.22; GCF_014192285.1, s__Halomonas fontilapidosi, 95.0, 77.06, 0.23; GCF_900116405.1, s__Halomonas saccharevitans, 95.0, 77.02, 0.24; GCF_002879645.1, s__Halomonas heilongjiangensis, 95.0, 77.0, 0.25; GCF_009834345.1, s__Halomonas sp009834345, 95.0, 77.0, 0.24; GCF_000246875.1, s__Halomonas sp000246875, 95.0, 76.98, 0.24; GCF_002549795.1, s__Halomonas beimenensis, 95.0, 76.98, 0.21; GCF_002879615.1, s__Halomonas endophytica, 95.0, 76.98, 0.2; GCF_900109725.1, s__Halomonas daqiaonensis, 95.0, 76.97, 0.26; GCF_014192215.1, s__Halomonas cerina, 95.0, 76.96, 0.21; GCF_011742165.1, s__Halomonas sp011742165, 95.0, 76.96, 0.22; GCF_004361885.1, s__Halomonas ventosae_C, 95.0, 76.93, 0.21; GCA_003553625.1, s__Halomonas sp003553625, 95.0, 76.91, 0.2; GCF_002930105.1, s__Halomonas saliphila, 95.0, 76.86, 0.24; GCA_003560175.1, s__Halomonas sp003560175, 95.0, 76.85, 0.17; GCF_001886615.1, s__Halomonas aestuarii, 95.0, 76.84, 0.23; GCA_003552795.1, s__Halomonas sp003552795, 95.0, 76.83, 0.2; GCF_003056305.1, s__Halomonas denitrificans, 95.0, 76.81, 0.25; GCF_010994375.1, s__Halomonas sp010994375, 95.0, 76.68, 0.25; GCF_009363755.1, s__Halomonas sp009363755, 95.0, 76.67, 0.22; GCA_004551485.1, s__Halomonas gudaonensis_A, 95.0, 76.67, 0.23; GCF_010993975.1, s__Halomonas sp010993975, 95.0, 76.58, 0.22; GCA_007129225.1, s__Halomonas sp007129225, 95.0, 76.56, 0.16; GCF_900100195.1, s__Halomonas gudaonensis, 95.0, 76.34, 0.21	62.0	11	N/A	N/A
bin.52	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003696835.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__J057;s__J057 sp003696835	75.59	0.07	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__J057;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	94.6	11	0.8337812614352383	N/A
bin.53	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XJ16;f__Halofilaceae;g__Halofilum;s__	N/A	N/A	N/A	N/A	N/A	GCF_001614315.2	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XJ16;f__Halofilaceae;g__Halofilum;s__Halofilum ochraceum	79.82	0.52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XJ16;f__Halofilaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	68.47	11	0.9260487186267137	N/A
bin.55	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_C;f__PXBQ01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_C;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	89.16	11	0.7836225642316673	N/A
bin.56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	73.81	11	0.7745463816575654	N/A
bin.57	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_C;f__Alkalispirochaetaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_C;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	71.87	11	0.7638190891643307	N/A
bin.58	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	86.1	11	0.9089192642593034	N/A
bin.59	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.88	11	0.8995375489019529	N/A
bin.6	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__CK1056;s__	N/A	N/A	N/A	N/A	N/A	GCF_010500615.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__CK1056;s__CK1056 sp010500615	76.16	0.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__CK1056;s__	taxonomic classification defined by topology and ANI	N/A	GCA_009908535.1, s__CK1056 sp009908535, 95.0, 76.72, 0.14	69.66	11	0.9270302620211337	N/A
bin.60	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013002475.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDJM01;s__JABDJM01 sp013002475	74.53	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	83.7	11	0.8060548374385281	N/A
bin.61	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__DG-74-3;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001302985.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__DG-74-3;g__DG-74-3;s__DG-74-3 sp001302985	77.8	0.02	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	65.42	11	0.7686562558299124	N/A
bin.62	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCF_000620765.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__Desulfovermiculus halophilus	77.74	0.2	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	85.69	11	0.8466282381494549	N/A
bin.63	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	78.82	11	0.7432622666849715	N/A
bin.64	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Acidihalobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	96.84	11	0.7153091379462403	N/A
bin.66	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA2268;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002839765.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA2268;g__PGYR01;s__PGYR01 sp002839765	75.07	0.01	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA2268;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	95.93	11	0.8234807905511858	N/A
bin.67	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_C;f__Alkalispirochaetaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_C;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	83.18	11	0.8109607163347637	N/A
bin.69	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	94.96	11	0.8359354141094602	N/A
bin.7	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__;s__	taxonomic novelty determined using RED	N/A	N/A	84.12	11	0.8623573854519363	N/A
bin.70	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__SLMS01;f__SLMS01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	61.09	11	0.7008673042798355	N/A
bin.73	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.08	11	0.676421903876526	N/A
bin.74	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfohalobium;s__Desulfohalobium retbaense	GCF_000024325.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfohalobium;s__Desulfohalobium retbaense	98.65	0.95	GCF_000024325.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfohalobium;s__Desulfohalobium retbaense	98.65	0.95	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.18	11	N/A	N/A
bin.75	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	62.44	11	0.7376289024703075	N/A
